#;Lettura;SIID;CN;Giorno;Orario passaggio;Modalità;N.;Conteggio;Radio;Batteria;SI-Card;Modalità beacon;Gate;Informazione RSSI;
1;02/03/2024 16:34:46;8509807;10;Sa;16:34:45.742;BcFinish;0;1;SrRadioSendLast;OK;OK;TimingMode;No;;
2;02/03/2024 16:34:47;8509964;10;Sa;16:34:45.703;BcFinish;0;1;SrRadioSendLast;OK;OK;TimingMode;No;;
